gene_name_all,S1,S2,S4,S5,S6,S7,S8,S9,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S63,S64,S65,S66,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80
NDUFC1,448.500298344608,501.850819862467,608.168660627639,589.412554261887,426.704594317558,401.780063144485,560.663462060823,432.537804533356,392.529534878923,437.852157777252,431.761659851807,407.647304803888,410.492084994348,325.156321621363,314.976383630717,349.904813691934,372.320546863845,328.740191926064,372.729309450561,352.673309712361,489.74558791393,465.075868156045,461.649400975978,442.037562830571,414.607411979738,330.156519668247,324.956981697004,493.42883151919,420.763527285033,541.67624362976,505.13410622488,577.705162963803,379.173791325483,446.708186118943,414.398471288711,398.288917682137,470.105426279628,522.623071638741,590.977136229336,802.71971420401,650.838089037038,875.470362856325,404.928301476302,544.148654486095,592.530125057662,496.058452970603,605.865949587616,458.665574022217,376.935683051061,411.062619054725,495.090422370027,394.56941732188,452.553664537604,473.204330168118,453.69480724632,367.759380601822,364.95301493544,535.084473776429,446.242678265679,570.380162253724,491.350665254881,503.428193709827,436.755900516663,532.744041335941,583.808252145159,603.060629344781,343.427302370822,478.984707887356,412.565523175358,392.119571885267,454.68062458674,425.02760244611,407.900028419547,467.628892648133,596.02616435816
UCP1,0.0,0.0,0.0,0.0,0.0,1.00177006371852,1.00070343544375,0.0,0.0,0.0,0.0,1.00606934262459,1.00250431190603,0.0,1.99671071065683,0.0,0.0,0.0,1.01042492126711,0.0,0.997946197546786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992321265527737,0.0,0.0,0.0,0.996193656235419,0.964894073274473,1.9643294786533,1.98961336020933,2.93265862736592,0.0,1.98392392684063,0.0,2.95749862963301,1.98237826089362,0.0,0.997222129768246,1.00102135701121,1.99511610594506,1.00281440051,5.01522177388541,2.01005319053698,3.01946607647902,0.0,0.0,2.97784913942966,3.00886228462485,1.94917161563957,2.99003680154503,0.0,2.99246369718067,1.98880288809248,2.95511040878011,1.96157561824158,0.990313700896434,1.97516572004472,1.99612207007547,2.93431271302092,2.01092385436468,1.00390713713138,0.0,0.0,0.0
TBC1D9,310.549861735804,284.355027954125,347.45133958829,281.409797155526,301.671230756847,334.136160862055,479.696259417373,310.379154300889,368.05300343003,431.434878722012,379.100342765678,424.056608643585,365.441866802138,498.623727526774,478.175738796593,422.121657502144,510.457968301057,455.754332275314,411.426643230563,486.114392817884,468.104723879858,540.612878142406,508.04679550078,548.920964695933,498.593816521363,441.848101403683,461.326003853116,359.696081884616,313.981982240385,313.382515009537,320.588092043742,255.020396933189,445.15503482879,406.078485167202,316.619861708551,539.025778196047,438.624080476798,341.798037336353,294.499875323006,249.118575033351,346.180861316304,205.386009011394,299.506657824803,459.107643658023,333.547298616905,354.162676429678,460.953600162073,526.481824165906,462.625142270374,548.160655436589,524.028804803585,433.880168939298,674.052483705446,645.162318603907,567.573861073658,438.58776685201,522.857959290511,378.573700788122,327.313329207016,304.177104498176,320.139721781124,481.732847597532,391.46410538399,394.846444629636,378.48549399388,643.624023381358,261.43860550026,432.74949785208,438.820901389949,455.447194496262,538.299286787652,490.279949394837,510.422819285982,423.712627068179,681.292603755352
ZNF330,460.61590039483,505.042433821462,799.491054410762,558.328899244698,490.127418572328,438.484523088742,677.858414985669,427.007836773917,551.470937675072,402.436630739902,464.738027857029,452.181032025831,545.296574550109,468.446618803998,398.040065939495,481.725862991898,490.025694097539,424.517370522493,551.270625186826,546.557000487151,570.962862899081,578.202457250733,570.983550069336,445.495309614738,371.564544590776,424.552138558769,397.869293128716,495.492192562231,506.878376530315,496.405193207609,516.611841166508,422.373011058837,405.862570807592,439.984970780919,403.164644309864,425.623818573988,545.460733613184,501.542731412096,399.456572950748,376.438635905702,510.698962080395,259.923977877259,280.340175426119,530.871147160917,418.92475345285,387.943108127648,414.640560876451,572.484415609091,422.447274838064,365.844712642196,379.486060826623,411.50346444992,512.901357853153,624.08103578577,391.68155230397,365.802644071566,413.722437443668,465.064862184699,354.177143528037,408.911479976106,446.626307876355,437.620513531195,342.345069385297,352.918551987169,431.021246578821,498.816052182101,276.906991400967,398.685417522793,375.835188463639,408.623232851117,371.960264247853,497.920215211182,450.874568120363,419.90421913858,661.612109147324
INPP4B,18.032151630002,3.32908301674547,4.47555357581327,4.47665090657845,1.49139379774185,8.23012989672671,5.71824831593026,5.98003468147501,18.5913651815323,12.5980514383237,12.0345257218617,2.25179841977552,3.73222978574911,5.23729011351205,11.5747781485767,4.97347311189529,5.9879647193918,69.7332461257299,31.422113922186,32.4548315511653,5.20777258631903,9.33440850701929,14.9235847564151,16.0856769119521,38.5683640746737,14.1199966184661,8.9548762608209,6.6270998262361,8.21474124205332,4.07135958507498,7.22885530469443,8.95593744188071,2.23735551714518,2.22232095405871,4.27555106708586,4.35099926473476,4.25539371434616,46.1522878618376,46.2381705082406,18.9197946095474,20.1324998761337,29.3156387862677,20.6064576413716,45.8412408701778,53.6353600310858,29.7262022143236,63.8728836280593,40.0736677474159,19.1794126578689,26.1203208525756,20.5868306719007,26.3743366187468,36.6028166214337,28.0843971702845,41.8383870887758,17.8463620853173,55.1326270995792,45.8576766621557,29.235282545576,33.9214220159402,17.815242555849,62.7356778719515,40.377217817834,13.5334965692102,24.008870218997,51.0710085176928,28.9267500300556,24.0797595998114,24.8437699273492,16.387696990335,31.6448751432767,30.7589168204212,22.8680853734868,18.53544260104,69.828075979006
GAB1,322.232933113731,288.9354372308,366.879484792521,325.297122444366,417.491733790736,391.998797068708,381.310763347664,265.106898956778,471.371820110311,447.665730683563,316.687321131431,595.498729271654,439.503502505575,557.636200927825,505.624751531076,535.674211264159,504.177620255214,388.592468153602,422.012670827529,466.653893854128,516.420649535515,522.503936582395,432.824561655278,531.942393522152,491.235481063213,613.738883573297,545.425755357563,346.696427876268,293.688908828082,189.264421951011,220.263319245849,216.840602047834,357.301763047607,400.16430141584,288.227292245991,443.679451369231,390.828710973457,242.12872142211,132.164423765297,78.9747680555832,295.093662638593,58.9714014336145,188.502950014698,407.243674618368,327.054397691381,274.842214212824,308.4043359626,427.044746252703,308.091032661859,343.208981738046,388.776714294031,332.082961956001,460.716098797036,472.61493344032,337.779288153551,245.605112514875,295.205434695857,328.489709104962,203.083886892929,347.768465863026,285.477096202256,422.284988902649,317.307711046434,367.776933634306,260.953854987228,387.464491224488,173.33464281073,314.369104729102,305.169398920679,252.925681332373,383.665537259463,299.354284525239,317.452600208458,339.282690656352,427.718644431507
KLHL2,330.68954589456,300.31033161757,386.942404126913,332.361432995802,296.821171462484,305.775030757737,378.501698407808,325.92532936953,295.619382441131,320.748277167125,265.387135408341,304.562220402099,357.920901561297,299.396335507158,309.622446414953,237.058020681074,294.86888966584,381.57446370722,337.040586990598,304.995698231291,384.451592362341,356.306950478669,392.787746365205,296.645717778262,370.413911008417,299.224714407048,262.737887893654,329.50528489616,330.746104096422,320.93929310196,310.943391072976,305.168934515826,353.000623320556,344.726606079923,281.050867286681,432.343550778408,391.215645309166,258.794858864545,328.364942896993,207.318620583339,302.152630829496,223.803072818288,148.189416391914,272.957691174538,268.058199102423,207.589105642212,277.874529830908,302.774841040125,263.599906466787,297.930506550133,297.810523838006,215.695279772624,337.056131118233,368.179536472406,350.036906289951,257.411482518569,268.077685388336,257.39887564405,169.303261403515,234.315850135541,276.780894738017,268.463759684784,242.832684991673,260.718865191273,228.129400048986,412.466555623844,170.852960934317,256.639604607648,286.796062125,229.470746492579,322.917391445789,276.039498718026,277.586491110655,250.6592264992,365.28379528671
IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPE,2277.63057618999,1912.08078960126,2380.09956538743,2307.21727207415,1820.52418086148,1907.82532613047,2218.96244888634,1748.55504712701,1711.47770763088,1864.2654719914,1811.25838041867,1880.07690236913,2038.73251544957,2199.8681402237,1914.8657664509,2053.39543861825,1922.32161244594,1859.62893660862,2454.69478958899,2619.50860655625,2687.96981473628,2785.48176634335,2595.88670172019,2326.95377572416,2029.84078133022,2039.62400093808,1751.00361319752,2810.94289179685,2604.34125120593,2376.64781716482,2657.58121439688,2725.553468822,2465.44119404348,2338.59091786236,2246.24701103639,3258.92909441304,2647.84454195498,4374.86672446705,3831.84182166951,2989.11693931229,4811.38199400854,3084.64351035182,2871.58567856579,4907.46650569474,4095.29711702685,3790.33958584812,4522.65560186346,4773.46745725044,4735.59895173312,4588.3435961795,4676.45169237688,4233.195593628,4422.96885528731,4401.29930355738,4067.32276060961,3459.90858683433,4026.44881449789,4660.72155264345,3107.33186500264,4450.32010429299,4092.9691221037,4915.82814351944,4091.11476396247,4429.04826575127,4296.44055680541,5501.11989541453,3058.51309685844,4889.90092770997,4728.04034982818,4390.51476836872,4025.67065720773,3984.97401712383,4198.40098030685,3942.12085276413,4858.63186444285
RPL34,3476.57676818206,4047.66395993688,4701.42594820867,5333.18154210116,4061.02974113749,4022.20690227082,5225.82728484755,3782.41800577013,3796.63155826834,4201.65928912785,4264.31694289192,3814.71768242417,3962.560298062,3323.85249206585,3299.71637128559,3577.41327392854,3388.2796486118,3411.23132131251,4076.96902833526,4260.61164275022,5590.85928988517,4846.32041890757,5052.37058577484,4119.64057524593,3656.53670142513,3485.15272675059,3338.16363439628,5219.20477811034,5440.24874435909,5848.92089363715,5171.48657678537,8063.41424177859,4892.4907147887,5153.16563326631,4747.67750481003,5349.71840109096,5634.08943044577,4305.86729761044,5430.26959097397,7003.24675251001,4499.03513416614,9095.89214466576,3447.75460217591,5121.15752167451,4703.27794788418,4201.24753476747,4923.49316610215,4303.07922797907,3573.84909660109,3889.63846382865,4257.56400196594,3654.49229350448,3830.68464668974,3919.21553438503,3318.20179721643,3339.32758740674,3100.11842841844,4013.16509398353,3313.84848941565,3967.51732542639,3641.21314138624,3847.53975009973,3943.281494605,4517.73032599086,5027.78229694821,6439.10938097701,3235.26947295688,4481.17610644778,3891.35547504469,3808.49771832843,3196.19091276425,3253.18937194775,3341.2499547231,3432.69652884548,4925.91418582735
WFS1,541.391118231478,431.013186228299,519.393933877066,462.149944899532,432.520255001594,440.392807439959,576.687797053624,432.290295344324,391.895412062176,463.33802172359,385.957318374184,419.911989642782,484.857377184266,475.840900203577,490.682624847378,406.518611850434,419.266647097116,498.05410021172,501.261347160999,536.429213079503,606.2001065001,590.484466595292,597.247712500345,585.757498842647,480.28342947772,616.800729875087,412.092104736408,678.834771407,628.849941474501,594.588016503441,703.904245100926,657.11023413325,561.50856937125,470.111242903523,557.749387865285,506.540914757291,513.503136936178,989.062967981223,753.519819644435,612.471643909606,971.811864509728,426.530485517734,612.377704641418,1072.77859850651,820.089963037552,742.048225844978,856.444748627566,917.203241951174,721.011190576442,854.11220911707,877.445430772848,798.393906674778,1132.95786568685,1070.84347584615,967.736745321018,842.783945707158,797.801964802019,1092.99012768751,753.655235027861,992.01669604404,896.404434845311,1033.12520171722,960.289021510331,1081.14484857884,1015.96813067127,991.210497407085,543.943529542213,752.995499228087,799.98154422441,694.471744119876,939.070988991473,908.417564544295,901.996234651985,916.592436949041,1168.34038691608
ANXA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97573997062729,0.0,0.0,0.999612528290934,0.0,1.00073823704896,1.00321162082956,0.0,0.0,0.0,0.0,0.990555697247253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
